sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Demolish,Dragon Kick,Elixir Burst,Fire's Reply,Leaping Opo,Phantom Rush,Pouncing Coeurl,Rising Phoenix,Rising Raptor,Six-sided Star,The Forbidden Chakra,Twin Snakes,Wind's Reply
13010,13542,Auto,90,1.0,810,0,960,900,0,920,0,0,0,0,0,861,0,1040
12761,14181,The Forbidden Chakra,128,0.32,810,0,960,900,0,920,0,0,0,0,0,989,0,1040
14030,14562,Auto,90,1.0,900,0,960,900,0,920,0,0,0,0,0,989,0,1040
13411,14831,The Forbidden Chakra,139,0.348,900,0,960,900,0,920,0,0,0,0,0,1128,0,1040
14081,15501,Fire's Reply,1400,1.0,900,0,960,900,1400,920,0,0,0,0,0,1128,0,1040
15050,15582,Auto,90,1.0,990,0,960,900,1400,920,0,0,0,0,0,1128,0,1040
14731,16151,The Forbidden Chakra,76,0.1907,990,0,960,900,1400,920,0,0,0,0,0,1204,0,1040
16070,16602,Auto,90,1.0,1080,0,960,900,1400,920,0,0,0,0,0,1204,0,1040
16021,16641,Leaping Opo,460,1.0,1080,0,960,900,1400,1380,0,0,0,0,0,1204,0,1040
15311,16731,The Forbidden Chakra,14,0.0365,1080,0,960,900,1400,1380,0,0,0,0,0,1218,0,1040
17090,17622,Auto,90,1.0,1170,0,960,900,1400,1380,0,0,0,0,0,1218,0,1040
18110,18642,Auto,90,1.0,1260,0,960,900,1400,1380,0,0,0,0,0,1218,0,1040
17291,18711,The Forbidden Chakra,316,0.7901,1260,0,960,900,1400,1380,0,0,0,0,0,1534,0,1040
17961,19251,Dragon Kick,320,1.0,1260,0,1280,900,1400,1380,0,0,0,0,0,1534,0,1040
19130,19662,Auto,90,1.0,1350,0,1280,900,1400,1380,0,0,0,0,0,1534,0,1040
18581,20001,The Forbidden Chakra,84,0.2112,1350,0,1280,900,1400,1380,0,0,0,0,0,1618,0,1040
19901,20521,Leaping Opo,460,1.0,1350,0,1280,900,1400,1840,0,0,0,0,0,1618,0,1040
19231,20651,The Forbidden Chakra,31,0.0794,1350,0,1280,900,1400,1840,0,0,0,0,0,1649,0,1040
20150,20682,Auto,90,1.0,1440,0,1280,900,1400,1840,0,0,0,0,0,1649,0,1040
21170,21702,Auto,90,1.0,1530,0,1280,900,1400,1840,0,0,0,0,0,1649,0,1040
20551,21971,The Forbidden Chakra,287,0.7198,1530,0,1280,900,1400,1840,0,0,0,0,0,1936,0,1040
21131,22551,The Forbidden Chakra,31,0.0776,1530,0,1280,900,1400,1840,0,0,0,0,0,1967,0,1040
22190,22722,Auto,90,1.0,1620,0,1280,900,1400,1840,0,0,0,0,0,1967,0,1040
21841,23131,Dragon Kick,320,1.0,1620,0,1600,900,1400,1840,0,0,0,0,0,1967,0,1040
23210,23742,Auto,90,1.0,1710,0,1600,900,1400,1840,0,0,0,0,0,1967,0,1040
22461,23881,The Forbidden Chakra,81,0.2034,1710,0,1600,900,1400,1840,0,0,0,0,0,2048,0,1040
23111,24531,The Forbidden Chakra,14,0.0353,1710,0,1600,900,1400,1840,0,0,0,0,0,2062,0,1040
24230,24762,Auto,90,1.0,1800,0,1600,900,1400,1840,0,0,0,0,0,2062,0,1040
23781,25201,Elixir Burst,900,1.0,1800,0,1600,1800,1400,1840,0,0,0,0,0,2062,0,1040
24431,25851,The Forbidden Chakra,193,0.4846,1800,0,1600,1800,1400,1840,0,0,0,0,0,2255,0,1040
25721,26341,Leaping Opo,460,1.0,1800,0,1600,1800,1400,2300,0,0,0,0,0,2255,0,1040
25011,26431,The Forbidden Chakra,15,0.0395,1800,0,1600,1800,1400,2300,0,0,0,0,0,2270,0,1040
26270,26802,Auto,90,1.0,1890,0,1600,1800,1400,2300,0,0,0,0,0,2270,0,1040
26371,27791,The Forbidden Chakra,191,0.4783,1890,0,1600,1800,1400,2300,0,0,0,0,0,2461,0,1040
27661,28501,Twin Snakes,420,1.0,1890,0,1600,1800,1400,2300,0,0,0,0,0,2461,420,1040
28310,28842,Auto,90,1.0,1980,0,1600,1800,1400,2300,0,0,0,0,0,2461,420,1040
28311,29731,The Forbidden Chakra,22,0.0566,1980,0,1600,1800,1400,2300,0,0,0,0,0,2483,420,1040
30350,30882,Auto,90,1.0,2070,0,1600,1800,1400,2300,0,0,0,0,0,2483,420,1040
29601,31201,Demolish,420,1.0,2070,420,1600,1800,1400,2300,0,0,0,0,0,2483,420,1040
30251,31671,The Forbidden Chakra,23,0.0584,2070,420,1600,1800,1400,2300,0,0,0,0,0,2506,420,1040
31542,32832,Dragon Kick,320,1.0,2070,420,1920,1800,1400,2300,0,0,0,0,0,2506,420,1040
32390,32922,Auto,90,1.0,2160,420,1920,1800,1400,2300,0,0,0,0,0,2506,420,1040
32192,33612,The Forbidden Chakra,24,0.0607,2160,420,1920,1800,1400,2300,0,0,0,0,0,2530,420,1040
33482,34372,Rising Raptor,540,1.0,2160,420,1920,1800,1400,2300,0,0,0,540,0,2530,420,1040
34430,34962,Auto,90,1.0,2250,420,1920,1800,1400,2300,0,0,0,540,0,2530,420,1040
34132,35552,The Forbidden Chakra,20,0.0521,2250,420,1920,1800,1400,2300,0,0,0,540,0,2550,420,1040
35422,36442,Pouncing Coeurl,520,1.0,2250,420,1920,1800,1400,2300,0,520,0,540,0,2550,420,1040
36470,37002,Auto,90,1.0,2340,420,1920,1800,1400,2300,0,520,0,540,0,2550,420,1040
36042,37462,The Forbidden Chakra,19,0.0494,2340,420,1920,1800,1400,2300,0,520,0,540,0,2569,420,1040
37362,37982,Leaping Opo,460,1.0,2340,420,1920,1800,1400,2760,0,520,0,540,0,2569,420,1040
38510,39042,Auto,90,1.0,2430,420,1920,1800,1400,2760,0,520,0,540,0,2569,420,1040
38012,39432,The Forbidden Chakra,63,0.1589,2430,420,1920,1800,1400,2760,0,520,0,540,0,2632,420,1040
39302,40142,Twin Snakes,420,1.0,2430,420,1920,1800,1400,2760,0,520,0,540,0,2632,840,1040
40550,41082,Auto,90,1.0,2520,420,1920,1800,1400,2760,0,520,0,540,0,2632,840,1040
39952,41372,The Forbidden Chakra,18,0.0453,2520,420,1920,1800,1400,2760,0,520,0,540,0,2650,840,1040
41242,42262,Pouncing Coeurl,520,1.0,2520,420,1920,1800,1400,2760,0,1040,0,540,0,2650,840,1040
42590,43122,Auto,90,1.0,2610,420,1920,1800,1400,2760,0,1040,0,540,0,2650,840,1040
41892,43312,The Forbidden Chakra,19,0.049,2610,420,1920,1800,1400,2760,0,1040,0,540,0,2669,840,1040
43182,44472,Dragon Kick,320,1.0,2610,420,2240,1800,1400,2760,0,1040,0,540,0,2669,840,1040
44630,45162,Auto,90,1.0,2700,420,2240,1800,1400,2760,0,1040,0,540,0,2669,840,1040
43832,45252,The Forbidden Chakra,18,0.046,2700,420,2240,1800,1400,2760,0,1040,0,540,0,2687,840,1040
45122,46012,Rising Raptor,540,1.0,2700,420,2240,1800,1400,2760,0,1040,0,1080,0,2687,840,1040
45772,47192,The Forbidden Chakra,21,0.054,2700,420,2240,1800,1400,2760,0,1040,0,1080,0,2708,840,1040
46670,47202,Auto,90,1.0,2790,420,2240,1800,1400,2760,0,1040,0,1080,0,2708,840,1040
47062,48662,Demolish,420,1.0,2790,840,2240,1800,1400,2760,0,1040,0,1080,0,2708,840,1040
47712,49132,The Forbidden Chakra,23,0.0591,2790,840,2240,1800,1400,2760,0,1040,0,1080,0,2731,840,1040
48710,49242,Auto,90,1.0,2880,840,2240,1800,1400,2760,0,1040,0,1080,0,2731,840,1040
49002,49622,Leaping Opo,460,1.0,2880,840,2240,1800,1400,3220,0,1040,0,1080,0,2731,840,1040
49652,51072,The Forbidden Chakra,83,0.2099,2880,840,2240,1800,1400,3220,0,1040,0,1080,0,2814,840,1040
50750,51282,Auto,90,1.0,2970,840,2240,1800,1400,3220,0,1040,0,1080,0,2814,840,1040
50942,51782,Twin Snakes,420,1.0,2970,840,2240,1800,1400,3220,0,1040,0,1080,0,2814,1260,1040
51592,53012,The Forbidden Chakra,25,0.0635,2970,840,2240,1800,1400,3220,0,1040,0,1080,0,2839,1260,1040
52790,53322,Auto,90,1.0,3060,840,2240,1800,1400,3220,0,1040,0,1080,0,2839,1260,1040
52883,53903,Pouncing Coeurl,520,1.0,3060,840,2240,1800,1400,3220,0,1560,0,1080,0,2839,1260,1040
53533,54953,The Forbidden Chakra,25,0.0628,3060,840,2240,1800,1400,3220,0,1560,0,1080,0,2864,1260,1040
54830,55362,Auto,90,1.0,3150,840,2240,1800,1400,3220,0,1560,0,1080,0,2864,1260,1040
54823,56113,Dragon Kick,320,1.0,3150,840,2560,1800,1400,3220,0,1560,0,1080,0,2864,1260,1040
55473,56893,The Forbidden Chakra,24,0.0606,3150,840,2560,1800,1400,3220,0,1560,0,1080,0,2888,1260,1040
56870,57402,Auto,90,1.0,3240,840,2560,1800,1400,3220,0,1560,0,1080,0,2888,1260,1040
56763,57653,Rising Raptor,540,1.0,3240,840,2560,1800,1400,3220,0,1560,0,1620,0,2888,1260,1040
57413,58833,The Forbidden Chakra,22,0.0561,3240,840,2560,1800,1400,3220,0,1560,0,1620,0,2910,1260,1040
58910,59442,Auto,90,1.0,3330,840,2560,1800,1400,3220,0,1560,0,1620,0,2910,1260,1040
58703,59723,Pouncing Coeurl,520,1.0,3330,840,2560,1800,1400,3220,0,2080,0,1620,0,2910,1260,1040
59323,60743,The Forbidden Chakra,21,0.053,3330,840,2560,1800,1400,3220,0,2080,0,1620,0,2931,1260,1040
60643,61263,Leaping Opo,460,1.0,3330,840,2560,1800,1400,3680,0,2080,0,1620,0,2931,1260,1040
60950,61482,Auto,90,1.0,3420,840,2560,1800,1400,3680,0,2080,0,1620,0,2931,1260,1040
61293,62713,The Forbidden Chakra,77,0.1945,3420,840,2560,1800,1400,3680,0,2080,0,1620,0,3008,1260,1040
62583,63423,Twin Snakes,420,1.0,3420,840,2560,1800,1400,3680,0,2080,0,1620,0,3008,1680,1040
62990,63522,Auto,90,1.0,3510,840,2560,1800,1400,3680,0,2080,0,1620,0,3008,1680,1040
63233,64653,The Forbidden Chakra,21,0.0539,3510,840,2560,1800,1400,3680,0,2080,0,1620,0,3029,1680,1040
65030,65562,Auto,90,1.0,3600,840,2560,1800,1400,3680,0,2080,0,1620,0,3029,1680,1040
64522,66122,Demolish,420,1.0,3600,1260,2560,1800,1400,3680,0,2080,0,1620,0,3029,1680,1040
67070,67602,Auto,90,1.0,3690,1260,2560,1800,1400,3680,0,2080,0,1620,0,3029,1680,1040
66463,67753,Dragon Kick,320,1.0,3690,1260,2880,1800,1400,3680,0,2080,0,1620,0,3029,1680,1040
68403,69023,Leaping Opo,460,1.0,3690,1260,2880,1800,1400,4140,0,2080,0,1620,0,3029,1680,1040
67733,69153,The Forbidden Chakra,45,0.1144,3690,1260,2880,1800,1400,4140,0,2080,0,1620,0,3074,1680,1040
69110,69642,Auto,90,1.0,3780,1260,2880,1800,1400,4140,0,2080,0,1620,0,3074,1680,1040
69053,70473,The Forbidden Chakra,78,0.1963,3780,1260,2880,1800,1400,4140,0,2080,0,1620,0,3152,1680,1040
70343,71233,Rising Raptor,540,1.0,3780,1260,2880,1800,1400,4140,0,2080,0,2160,0,3152,1680,1040
71150,71682,Auto,90,1.0,3870,1260,2880,1800,1400,4140,0,2080,0,2160,0,3152,1680,1040
70993,72413,The Forbidden Chakra,22,0.0567,3870,1260,2880,1800,1400,4140,0,2080,0,2160,0,3174,1680,1040
72283,73303,Pouncing Coeurl,520,1.0,3870,1260,2880,1800,1400,4140,0,2600,0,2160,0,3174,1680,1040
73190,73722,Auto,90,1.0,3960,1260,2880,1800,1400,4140,0,2600,0,2160,0,3174,1680,1040
72933,74353,The Forbidden Chakra,22,0.0571,3960,1260,2880,1800,1400,4140,0,2600,0,2160,0,3196,1680,1040
74224,74984,Rising Phoenix,900,1.0,3960,1260,2880,1800,1400,4140,0,2600,900,2160,0,3196,1680,1040
75230,75762,Auto,90,1.0,4050,1260,2880,1800,1400,4140,0,2600,900,2160,0,3196,1680,1040
74874,76294,The Forbidden Chakra,22,0.0555,4050,1260,2880,1800,1400,4140,0,2600,900,2160,0,3218,1680,1040
76164,77454,Dragon Kick,320,1.0,4050,1260,3200,1800,1400,4140,0,2600,900,2160,0,3218,1680,1040
77270,77802,Auto,90,1.0,4140,1260,3200,1800,1400,4140,0,2600,900,2160,0,3218,1680,1040
76814,78234,The Forbidden Chakra,23,0.0582,4140,1260,3200,1800,1400,4140,0,2600,900,2160,0,3241,1680,1040
78104,79524,Fire's Reply,1400,1.0,4140,1260,3200,1800,2800,4140,0,2600,900,2160,0,3241,1680,1040
79310,79842,Auto,90,1.0,4230,1260,3200,1800,2800,4140,0,2600,900,2160,0,3241,1680,1040
78754,80174,The Forbidden Chakra,21,0.0541,4230,1260,3200,1800,2800,4140,0,2600,900,2160,0,3262,1680,1040
80044,80664,Leaping Opo,460,1.0,4230,1260,3200,1800,2800,4600,0,2600,900,2160,0,3262,1680,1040
81350,81882,Auto,90,1.0,4320,1260,3200,1800,2800,4600,0,2600,900,2160,0,3262,1680,1040
80694,82114,The Forbidden Chakra,78,0.1968,4320,1260,3200,1800,2800,4600,0,2600,900,2160,0,3340,1680,1040
81984,82824,Twin Snakes,420,1.0,4320,1260,3200,1800,2800,4600,0,2600,900,2160,0,3340,2100,1040
83390,83922,Auto,90,1.0,4410,1260,3200,1800,2800,4600,0,2600,900,2160,0,3340,2100,1040
82634,84054,The Forbidden Chakra,22,0.0569,4410,1260,3200,1800,2800,4600,0,2600,900,2160,0,3362,2100,1040
83924,84944,Pouncing Coeurl,520,1.0,4410,1260,3200,1800,2800,4600,0,3120,900,2160,0,3362,2100,1040
85430,85962,Auto,90,1.0,4500,1260,3200,1800,2800,4600,0,3120,900,2160,0,3362,2100,1040
84544,85964,The Forbidden Chakra,22,0.055,4500,1260,3200,1800,2800,4600,0,3120,900,2160,0,3384,2100,1040
85864,87154,Dragon Kick,320,1.0,4500,1260,3520,1800,2800,4600,0,3120,900,2160,0,3384,2100,1040
86514,87934,The Forbidden Chakra,21,0.0549,4500,1260,3520,1800,2800,4600,0,3120,900,2160,0,3405,2100,1040
87470,88002,Auto,90,1.0,4590,1260,3520,1800,2800,4600,0,3120,900,2160,0,3405,2100,1040
87804,88694,Rising Raptor,540,1.0,4590,1260,3520,1800,2800,4600,0,3120,900,2700,0,3405,2100,1040
88454,89874,The Forbidden Chakra,22,0.0553,4590,1260,3520,1800,2800,4600,0,3120,900,2700,0,3427,2100,1040
89510,90042,Auto,90,1.0,4680,1260,3520,1800,2800,4600,0,3120,900,2700,0,3427,2100,1040
89744,91344,Demolish,420,1.0,4680,1680,3520,1800,2800,4600,0,3120,900,2700,0,3427,2100,1040
90394,91814,The Forbidden Chakra,21,0.0542,4680,1680,3520,1800,2800,4600,0,3120,900,2700,0,3448,2100,1040
91550,92082,Auto,90,1.0,4770,1680,3520,1800,2800,4600,0,3120,900,2700,0,3448,2100,1040
91684,92304,Leaping Opo,460,1.0,4770,1680,3520,1800,2800,5060,0,3120,900,2700,0,3448,2100,1040
92334,93754,The Forbidden Chakra,82,0.2059,4770,1680,3520,1800,2800,5060,0,3120,900,2700,0,3530,2100,1040
93590,94122,Auto,90,1.0,4860,1680,3520,1800,2800,5060,0,3120,900,2700,0,3530,2100,1040
93625,94465,Twin Snakes,420,1.0,4860,1680,3520,1800,2800,5060,0,3120,900,2700,0,3530,2520,1040
94275,95695,The Forbidden Chakra,22,0.0561,4860,1680,3520,1800,2800,5060,0,3120,900,2700,0,3552,2520,1040
95630,96162,Auto,90,1.0,4950,1680,3520,1800,2800,5060,0,3120,900,2700,0,3552,2520,1040
95565,96585,Pouncing Coeurl,520,1.0,4950,1680,3520,1800,2800,5060,0,3640,900,2700,0,3552,2520,1040
96215,97635,The Forbidden Chakra,24,0.0619,4950,1680,3520,1800,2800,5060,0,3640,900,2700,0,3576,2520,1040
97670,98202,Auto,90,1.0,5040,1680,3520,1800,2800,5060,0,3640,900,2700,0,3576,2520,1040
97505,98795,Dragon Kick,320,1.0,5040,1680,3840,1800,2800,5060,0,3640,900,2700,0,3576,2520,1040
98775,100195,The Forbidden Chakra,22,0.0574,5040,1680,3840,1800,2800,5060,0,3640,900,2700,0,3598,2520,1040
99710,100242,Auto,90,1.0,5130,1680,3840,1800,2800,5060,0,3640,900,2700,0,3598,2520,1040
99445,100335,Rising Raptor,540,1.0,5130,1680,3840,1800,2800,5060,0,3640,900,3240,0,3598,2520,1040
100730,101262,Auto,90,1.0,5220,1680,3840,1800,2800,5060,0,3640,900,3240,0,3598,2520,1040
100095,101515,The Forbidden Chakra,21,0.053,5220,1680,3840,1800,2800,5060,0,3640,900,3240,0,3619,2520,1040
101750,102282,Auto,90,1.0,5310,1680,3840,1800,2800,5060,0,3640,900,3240,0,3619,2520,1040
101385,102405,Pouncing Coeurl,520,1.0,5310,1680,3840,1800,2800,5060,0,4160,900,3240,0,3619,2520,1040
102770,103302,Auto,90,1.0,5400,1680,3840,1800,2800,5060,0,4160,900,3240,0,3619,2520,1040
102035,103455,The Forbidden Chakra,21,0.0526,5400,1680,3840,1800,2800,5060,0,4160,900,3240,0,3640,2520,1040
103790,104322,Auto,90,1.0,5490,1680,3840,1800,2800,5060,0,4160,900,3240,0,3640,2520,1040
103325,104525,Wind's Reply,1040,1.0,5490,1680,3840,1800,2800,5060,0,4160,900,3240,0,3640,2520,2080
104810,105342,Auto,90,1.0,5580,1680,3840,1800,2800,5060,0,4160,900,3240,0,3640,2520,2080
103975,105395,The Forbidden Chakra,22,0.0569,5580,1680,3840,1800,2800,5060,0,4160,900,3240,0,3662,2520,2080
105265,105885,Leaping Opo,460,1.0,5580,1680,3840,1800,2800,5520,0,4160,900,3240,0,3662,2520,2080
105830,106362,Auto,90,1.0,5670,1680,3840,1800,2800,5520,0,4160,900,3240,0,3662,2520,2080
105915,107335,The Forbidden Chakra,79,0.1985,5670,1680,3840,1800,2800,5520,0,4160,900,3240,0,3741,2520,2080
106850,107382,Auto,90,1.0,5760,1680,3840,1800,2800,5520,0,4160,900,3240,0,3741,2520,2080
107205,108045,Twin Snakes,420,1.0,5760,1680,3840,1800,2800,5520,0,4160,900,3240,0,3741,2940,2080
107870,108402,Auto,90,1.0,5850,1680,3840,1800,2800,5520,0,4160,900,3240,0,3741,2940,2080
107855,109275,The Forbidden Chakra,20,0.052,5850,1680,3840,1800,2800,5520,0,4160,900,3240,0,3761,2940,2080
108890,109422,Auto,90,1.0,5940,1680,3840,1800,2800,5520,0,4160,900,3240,0,3761,2940,2080
109910,110442,Auto,90,1.0,6030,1680,3840,1800,2800,5520,0,4160,900,3240,0,3761,2940,2080
109145,110745,Demolish,420,1.0,6030,2100,3840,1800,2800,5520,0,4160,900,3240,0,3761,2940,2080
109765,111185,The Forbidden Chakra,22,0.0566,6030,2100,3840,1800,2800,5520,0,4160,900,3240,0,3783,2940,2080
110930,111462,Auto,90,1.0,6120,2100,3840,1800,2800,5520,0,4160,900,3240,0,3783,2940,2080
111085,112375,Dragon Kick,320,1.0,6120,2100,4160,1800,2800,5520,0,4160,900,3240,0,3783,2940,2080
111950,112482,Auto,90,1.0,6210,2100,4160,1800,2800,5520,0,4160,900,3240,0,3783,2940,2080
111735,113155,The Forbidden Chakra,21,0.0542,6210,2100,4160,1800,2800,5520,0,4160,900,3240,0,3804,2940,2080
112970,113502,Auto,90,1.0,6300,2100,4160,1800,2800,5520,0,4160,900,3240,0,3804,2940,2080
113025,113915,Rising Raptor,540,1.0,6300,2100,4160,1800,2800,5520,0,4160,900,3780,0,3804,2940,2080
113990,114522,Auto,90,1.0,6390,2100,4160,1800,2800,5520,0,4160,900,3780,0,3804,2940,2080
113675,115095,The Forbidden Chakra,21,0.0525,6390,2100,4160,1800,2800,5520,0,4160,900,3780,0,3825,2940,2080
114966,115986,Pouncing Coeurl,520,1.0,6390,2100,4160,1800,2800,5520,0,4680,900,3780,0,3825,2940,2080
116030,116562,Auto,90,1.0,6480,2100,4160,1800,2800,5520,0,4680,900,3780,0,3825,2940,2080
115616,117036,The Forbidden Chakra,23,0.0575,6480,2100,4160,1800,2800,5520,0,4680,900,3780,0,3848,2940,2080
116906,117526,Leaping Opo,460,1.0,6480,2100,4160,1800,2800,5980,0,4680,900,3780,0,3848,2940,2080
118070,118602,Auto,90,1.0,6570,2100,4160,1800,2800,5980,0,4680,900,3780,0,3848,2940,2080
117556,118976,The Forbidden Chakra,80,0.202,6570,2100,4160,1800,2800,5980,0,4680,900,3780,0,3928,2940,2080
118846,119686,Twin Snakes,420,1.0,6570,2100,4160,1800,2800,5980,0,4680,900,3780,0,3928,3360,2080
120110,120642,Auto,90,1.0,6660,2100,4160,1800,2800,5980,0,4680,900,3780,0,3928,3360,2080
119496,120916,The Forbidden Chakra,22,0.0559,6660,2100,4160,1800,2800,5980,0,4680,900,3780,0,3950,3360,2080
120786,121806,Pouncing Coeurl,520,1.0,6660,2100,4160,1800,2800,5980,0,5200,900,3780,0,3950,3360,2080
122150,122682,Auto,90,1.0,6750,2100,4160,1800,2800,5980,0,5200,900,3780,0,3950,3360,2080
121436,122856,The Forbidden Chakra,25,0.0631,6750,2100,4160,1800,2800,5980,0,5200,900,3780,0,3975,3360,2080
122726,124016,Dragon Kick,320,1.0,6750,2100,4480,1800,2800,5980,0,5200,900,3780,0,3975,3360,2080
124190,124722,Auto,90,1.0,6840,2100,4480,1800,2800,5980,0,5200,900,3780,0,3975,3360,2080
124666,125286,Leaping Opo,460,1.0,6840,2100,4480,1800,2800,6440,0,5200,900,3780,0,3975,3360,2080
123996,125416,The Forbidden Chakra,25,0.0633,6840,2100,4480,1800,2800,6440,0,5200,900,3780,0,4000,3360,2080
126230,126762,Auto,90,1.0,6930,2100,4480,1800,2800,6440,0,5200,900,3780,0,4000,3360,2080
126606,127896,Dragon Kick,320,1.0,6930,2100,4800,1800,2800,6440,0,5200,900,3780,0,4000,3360,2080
127226,128646,The Forbidden Chakra,140,0.3515,6930,2100,4800,1800,2800,6440,0,5200,900,3780,0,4140,3360,2080
128270,128802,Auto,90,1.0,7020,2100,4800,1800,2800,6440,0,5200,900,3780,0,4140,3360,2080
128545,129165,Leaping Opo,460,1.0,7020,2100,4800,1800,2800,6900,0,5200,900,3780,0,4140,3360,2080
129195,130615,The Forbidden Chakra,317,0.7926,7020,2100,4800,1800,2800,6900,0,5200,900,3780,0,4457,3360,2080
130310,130842,Auto,90,1.0,7110,2100,4800,1800,2800,6900,0,5200,900,3780,0,4457,3360,2080
130485,130885,Phantom Rush,1500,1.0,7110,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4457,3360,2080
129775,131195,The Forbidden Chakra,22,0.0574,7110,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4479,3360,2080
131106,132526,The Forbidden Chakra,155,0.388,7110,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4634,3360,2080
132350,132882,Auto,90,1.0,7200,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4634,3360,2080
131756,133176,The Forbidden Chakra,31,0.0795,7200,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4665,3360,2080
132426,133716,Dragon Kick,320,1.0,7200,2100,5120,1800,2800,6900,1500,5200,900,3780,0,4665,3360,2080
133076,134496,The Forbidden Chakra,67,0.1693,7200,2100,5120,1800,2800,6900,1500,5200,900,3780,0,4732,3360,2080
134390,134922,Auto,90,1.0,7290,2100,5120,1800,2800,6900,1500,5200,900,3780,0,4732,3360,2080
133656,135076,The Forbidden Chakra,32,0.0803,7290,2100,5120,1800,2800,6900,1500,5200,900,3780,0,4764,3360,2080
134366,135786,Fire's Reply,1400,1.0,7290,2100,5120,1800,4200,6900,1500,5200,900,3780,0,4764,3360,2080
135016,136436,The Forbidden Chakra,157,0.393,7290,2100,5120,1800,4200,6900,1500,5200,900,3780,0,4921,3360,2080
136307,136927,Leaping Opo,460,1.0,7290,2100,5120,1800,4200,7360,1500,5200,900,3780,0,4921,3360,2080
136430,136962,Auto,90,1.0,7380,2100,5120,1800,4200,7360,1500,5200,900,3780,0,4921,3360,2080
135596,137016,The Forbidden Chakra,16,0.0407,7380,2100,5120,1800,4200,7360,1500,5200,900,3780,0,4937,3360,2080
136927,138347,The Forbidden Chakra,300,0.7521,7380,2100,5120,1800,4200,7360,1500,5200,900,3780,0,5237,3360,2080
138470,139002,Auto,90,1.0,7470,2100,5120,1800,4200,7360,1500,5200,900,3780,0,5237,3360,2080
138247,139537,Dragon Kick,320,1.0,7470,2100,5440,1800,4200,7360,1500,5200,900,3780,0,5237,3360,2080
138867,140287,The Forbidden Chakra,98,0.2466,7470,2100,5440,1800,4200,7360,1500,5200,900,3780,0,5335,3360,2080
140187,140807,Leaping Opo,460,1.0,7470,2100,5440,1800,4200,7820,1500,5200,900,3780,0,5335,3360,2080
139517,140937,The Forbidden Chakra,31,0.0776,7470,2100,5440,1800,4200,7820,1500,5200,900,3780,0,5366,3360,2080
140510,141042,Auto,90,1.0,7560,2100,5440,1800,4200,7820,1500,5200,900,3780,0,5366,3360,2080
140837,142257,The Forbidden Chakra,326,0.8169,7560,2100,5440,1800,4200,7820,1500,5200,900,3780,0,5692,3360,2080
141417,142837,The Forbidden Chakra,26,0.0654,7560,2100,5440,1800,4200,7820,1500,5200,900,3780,0,5718,3360,2080
142550,143082,Auto,90,1.0,7650,2100,5440,1800,4200,7820,1500,5200,900,3780,0,5718,3360,2080
